Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Source,EID
"Musa A., Yusuf Y., McArdle L., Banjoko G.","Corporate social responsibility in Nigeria's oil and gas industry: The perspective of the industry",2013,"International Journal of Process Management and Benchmarking","3","2",,"101","135",,1,10.1504/IJPMB.2013.057722,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84888865621&partnerID=40&md5=ba727e5f1a436f0363147eafed6af153","Lancashire Business School, University of Central Lancashire, Preston PR1 2HE, United Kingdom","Musa A., Lancashire Business School, University of Central Lancashire, Preston PR1 2HE, United Kingdom; Yusuf Y., Lancashire Business School, University of Central Lancashire, Preston PR1 2HE, United Kingdom; McArdle L., Lancashire Business School, University of Central Lancashire, Preston PR1 2HE, United Kingdom; Banjoko G., Lancashire Business School, University of Central Lancashire, Preston PR1 2HE, United Kingdom","Nigeria is an exemplar of the challenges of achieving sustainable development in the paradoxical twin realities of resource endowment and acute inequalities originated by difficulties of governance. The paper empirically demonstrates the role of corporate social responsibility (CSR) in facilitating the resolution of this paradox. In its several forms, CSR permeates the industry. The industry deploys CSR as a form of social licence to gain and retain acceptability by its host communities. Previous studies of CSR in the oil and gas industry in Nigeria have focussed solely on multinational operators and their activities, particularly the Nigerian outlet of Royal Dutch Shell, in the Niger Delta region. The present study differs from previous studies by including a significant number of small and medium enterprises trading in the industry, both in and outside of the Niger Delta region and both in the upstream and downstream sectors of the industry. Copyright © 2013 Inderscience Enterprises Ltd.","Corporate social responsibility; CSR; Niger Delta; Nigeria; Oil and gas; Sustainability",,"Musa, A.; Lancashire Business School, University of Central Lancashire, Preston PR1 2HE, United Kingdom; email: amusa@uclan.ac.uk",,,14606739,,,,"English","Int. J. Process Manage. Benchmarking",Article,Scopus,2-s2.0-84888865621
"Schleper M.C., Busse C.","Toward a standardized supplier code of ethics: Development of a design concept based on diffusion of innovation theory",2013,"Logistics Research","6","4",,"187","216",,,10.1007/s12159-013-0109-1,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84890036747&partnerID=40&md5=5c0eabd06c4456cc161cf49533e3985a","Institute for Supply Chain Management - Procurement and Logistics (ISCM), EBS University for Business and Law, Konrad-Adenauer-Ring 15, 65187 Wiesbaden, Germany; Department of Logistics Management, Swiss Federal Institute of Technology Zurich, Weinbergstrasse 56/58, 8092 Zurich, Switzerland","Schleper M.C., Institute for Supply Chain Management - Procurement and Logistics (ISCM), EBS University for Business and Law, Konrad-Adenauer-Ring 15, 65187 Wiesbaden, Germany; Busse C., Department of Logistics Management, Swiss Federal Institute of Technology Zurich, Weinbergstrasse 56/58, 8092 Zurich, Switzerland","Supplier codes of ethics have become important instruments for ethical supplier management. They capacitate firms to govern numerous supplier relationships simultaneously toward ethical business conduct. Since many actors nowadays pursue the goal of ethical supplier management, a cascade of codes has emerged. However, this plurality poses multiple problems on its own account, such as lacking effectiveness of some of these codes, restrictions on the development of universally accepted ethical standards, and greenwashing. It also creates operational difficulties and unnecessary procedural costs for firms and is thus inefficient. The aggregated amount of issues suggests the development of a standardized supplier code of ethics as a remedy. Based on diffusion of innovation theory as theoretical lense and as conceptual support, we employ a multi-method research design to develop a design concept for such a standard. We begin with a content analysis of relevant scientific literature on content, adoption, and effectiveness of codes of ethics, in which we also study numerous extant codes and initiatives. It leads to six propositions on key success factors of a standardized supplier code of ethics. We then amend a design science approach to develop a design concept for such a standard that complies with these requirements, with the support of corporate experts from Germany, China, and India. Our results are informative about the content of a standardized supplier code of ethics, and we propose multiple effectiveness- and diffusion-facilitating mechanisms as additional components in the overall design concept. With stakeholders' further support, the envisioned standard is expected to foster businesses' corporate social performances around the globe. © 2013 Springer-Verlag Berlin Heidelberg.","Code of ethics; Content analysis; Corporate social responsibility; Design science; Diffusion of innovation theory; Multi-method research",,"Busse, C.; Department of Logistics Management, Swiss Federal Institute of Technology Zurich, Weinbergstrasse 56/58, 8092 Zurich, Switzerland; email: cbusse@ethz.ch",,,1865035X,,,,"English","Logist. Res.",Article,Scopus,2-s2.0-84890036747
"Preciado-Hoyos A.","The role of public relations in corporate social responsibility programs in the Colombian electricity sector",2013,"Public Relations Review","39","5",,"591","593",,2,10.1016/j.pubrev.2013.07.004,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84888437375&partnerID=40&md5=3c733daf38718d383e2c57ce081e38f9","School of Communications, University of La Sabana, Campus Puente del Común, Autopista Norte de Bogota, Chía, Cundinamarca, Edificio K, Piso 3, Colombia","Preciado-Hoyos A., School of Communications, University of La Sabana, Campus Puente del Común, Autopista Norte de Bogota, Chía, Cundinamarca, Edificio K, Piso 3, Colombia","This study investigates the role of public relations in managing social responsibility in a group of Colombian electricity sector companies. According to the results, communication professionals who support social responsibility programs do not hold a unified concept of public relations. Furthermore, not all of them acknowledge the currently prevailing model, which regards the practice of public relations as seeking both harmony with its environment and mutual benefit with the public interest. © 2013 Elsevier Inc.","Colombian electricity sector; Corporate responsibility; Public relations; Social responsibility",,"Preciado-Hoyos, A.; School of Communications, University of La Sabana, Campus Puente del Común, Autopista Norte de Bogota, Chía, Cundinamarca, Edificio K, Piso 3, Colombia; email: angela.preciado@unisabana.edu.co",,,03638111,,PRERE,,"English","Public Relat. Rev.",Article,Scopus,2-s2.0-84888437375
"Erhemjamts O., Li Q., Venkateswaran A.","Corporate Social Responsibility and Its Impact on Firms' Investment Policy, Organizational Structure, and Performance",2013,"Journal of Business Ethics","118","2",,"395","412",,6,10.1007/s10551-012-1594-x,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84888291883&partnerID=40&md5=b1dad3e6b60bb09d99230b33e3f1dedf","Bentley University, Waltham, MA, 02452, United States; Dillard College of Business Administration, Midwestern State University, Wichita Falls, TX, 76308, United States; College of Business, Northeastern University, Boston, MA, 02421, United States","Erhemjamts O., Bentley University, Waltham, MA, 02452, United States; Li Q., Dillard College of Business Administration, Midwestern State University, Wichita Falls, TX, 76308, United States; Venkateswaran A., College of Business, Northeastern University, Boston, MA, 02421, United States","This study examines the determinants of corporate social responsibility (CSR) and its implications on firms' investment policy, organizational strategy, and performance. First, we find that firms with better performance, higher R&D intensity, better financial health, and firms in new economy industries are more likely to engage in CSR activities, while riskier firms are less likely to do so. We also find U-shaped relation between firm size and CSR, indicating that either very small or very large firms exhibit high levels of CSR strengths and concerns. Next, we find that firms' CSR strengths relate favorably with their investments, organizational strategy, and performance, whereas CSR concerns and firm attributes are by and large negatively related. Using a 2SLS procedure, we verify that the CSR-performance relation is robust to corrections for endogeneity through reverse causation and/or biases introduced by time varying omitted variables. Finally, we find that the CSR-firm attributes relation is strengthened when the CEO's incentives are below the sample median, suggesting that CSR participation is especially important when monetary incentives are lower than benchmark levels. © 2012 Springer Science+Business Media Dordrecht.","Corporate social responsibility; Firm performance; Investment policy; Organizational strategy",,"Erhemjamts, O.; Bentley University, Waltham, MA, 02452, United States; email: oerhemjamts@bentley.edu",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84888291883
"Griffin P.A., Sun Y.","Strange bedfellows? Voluntary corporate social responsibility disclosure and politics",2013,"Accounting and Finance","53","4",,"867","903",,3,10.1111/acfi.12033,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84888380779&partnerID=40&md5=b8fbb3228dd1fdd5901505ec5d4eb195","Graduate School of Management, University of California, Davis, CA, United States; Haas Schools of Business, University of California, Berkeley, CA, United States","Griffin P.A., Graduate School of Management, University of California, Davis, CA, United States; Sun Y., Haas Schools of Business, University of California, Berkeley, CA, United States","We show a reliable association between voluntary corporate social responsibility (CSR) disclosure and company political interests, which we proxy by company employees' contributions to political action committees and statewide voting in presidential elections. This relation is most pronounced for the contributions of Democratic employees at companies in states that vote for the Democratic presidential candidate. We also show a positive association between corporate political contributions and excess stock returns. A portfolio strategy of investing based on company size, CSR disclosure intensity and corporate political contributions produces a significant positive mean excess stock return of 4.5 per cent over 3 months following CSR disclosure. © 2013 AFAANZ.","Corporate individual political contributions; Corporate social responsibility; Political action committees; Presidential voting; Stock market response; Voluntary disclosure",,"Griffin, P.A.; Graduate School of Management, University of California, Davis, CA, United States",,,08105391,,,,"English","Account. Financ.",Article,Scopus,2-s2.0-84888380779
"Eberle D., Berens G., Li T.","The Impact of Interactive Corporate Social Responsibility Communication on Corporate Reputation",2013,"Journal of Business Ethics","118","4",,"731","746",,3,10.1007/s10551-013-1957-y,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84889571098&partnerID=40&md5=e4e5c31573dd6009b47aab0366d23c01","Im Kugelfang 50, 4102 Binningen, Switzerland; T11-46, Department of Business-Society Management, Rotterdam School of Management, Erasmus University, Burgemeester Oudlaan 50, 3062 PA Rotterdam, Netherlands; T09-14, Department of Decision and Information Science, Rotterdam School of Management, Erasmus University, Burgemeester Oudlaan 50, 3062 PA Rotterdam, Netherlands","Eberle D., Im Kugelfang 50, 4102 Binningen, Switzerland; Berens G., T11-46, Department of Business-Society Management, Rotterdam School of Management, Erasmus University, Burgemeester Oudlaan 50, 3062 PA Rotterdam, Netherlands; Li T., T09-14, Department of Decision and Information Science, Rotterdam School of Management, Erasmus University, Burgemeester Oudlaan 50, 3062 PA Rotterdam, Netherlands","Companies increasingly communicate about corporate social responsibility (CSR) through interactive online media. We examine whether using such media is beneficial to a company's reputation. We conducted an online experiment to examine the impacts of interactivity in CSR messages on corporate reputation and word-of-mouth intentions. Our findings suggest that an increase in perceived interactivity leads to higher message credibility and stronger feelings of identification with the company, which also boost corporate reputation and word-of-mouth. This result implies that using interactive channels to communicate about CSR can improve corporate reputation. Our results also show that the detrimental impacts of negative user evaluations on corporate reputation are much higher than the favorable impacts of positive evaluations. This finding suggests that, despite the effectiveness of interactive communication channels, firms need to carefully monitor these channels. © 2013 Springer Science+Business Media Dordrecht.","Corporate reputation; Corporate social responsibility; Electronic word-of-mouth; Interactivity; Message credibility; Social media",,"Eberle, D.Im Kugelfang 50, 4102 Binningen, Switzerland; email: info@davideberle.com",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84889571098
"de Bakker F.G.A., Hellsten I.","Capturing Online Presence: Hyperlinks and Semantic Networks in Activist Group Websites on Corporate Social Responsibility",2013,"Journal of Business Ethics","118","4",,"807","823",,,10.1007/s10551-013-1962-1,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84889568919&partnerID=40&md5=e012bb6f41ffe8a0fb6ec7aeff7516b7","Department of Organisation Sciences, VU University Amsterdam, De Boelelaan 1081, 1081 HV, Amsterdam, Netherlands","de Bakker F.G.A., Department of Organisation Sciences, VU University Amsterdam, De Boelelaan 1081, 1081 HV, Amsterdam, Netherlands; Hellsten I., Department of Organisation Sciences, VU University Amsterdam, De Boelelaan 1081, 1081 HV, Amsterdam, Netherlands","The rise of Internet-mediated communication poses possibilities and challenges for organisation studies, also in the area of corporate social responsibility (CSR) and business and society interactions. Although social media are attracting more and more attention in this domain, websites also remain an important channel for CSR debate. In this paper, we present an explorative study of activist groups' online presence via their websites and propose a combination of methods to study both the structural positioning of websites (hyperlink network analysis) and the meanings in these websites (semantic co-word maps). We focus on the websites of SOMO, the Centre for Research on Multinational Corporations, and of one of its campaigns, makeITfair, concerned with labour conditions in the IT industry worldwide. This allows us to show how this combination of methods can further our understanding of the way activist networks' online presence can provide insights into the tactics these networks apply to achieve institutional change on CSR issues. Meanwhile, we identify some notable differences between styles and word use in the two organisations' websites. We conclude with a set of suggestions for future research. © 2013 Springer Science+Business Media Dordrecht.","Activism; Co-word analysis; Corporate social responsibility; Hyperlink network analysis; Institutional change; Online presence; Websites",,"de Bakker, F. G. A.; Department of Organisation Sciences, VU University Amsterdam, De Boelelaan 1081, 1081 HV, Amsterdam, Netherlands; email: f.g.a.de.bakker@vu.nl",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84889568919
"Whelan G., Moon J., Grant B.","Corporations and Citizenship Arenas in the Age of Social Media",2013,"Journal of Business Ethics","118","4",,"777","790",,4,10.1007/s10551-013-1960-3,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84889588377&partnerID=40&md5=7429c53f876effecf372bbbda59debeb","International Centre for Corporate Social Responsibility, Nottingham University Business School, Jubilee Campus, Wollaton Road, Nottingham, NG7 1DL, United Kingdom","Whelan G., International Centre for Corporate Social Responsibility, Nottingham University Business School, Jubilee Campus, Wollaton Road, Nottingham, NG7 1DL, United Kingdom; Moon J., International Centre for Corporate Social Responsibility, Nottingham University Business School, Jubilee Campus, Wollaton Road, Nottingham, NG7 1DL, United Kingdom; Grant B., International Centre for Corporate Social Responsibility, Nottingham University Business School, Jubilee Campus, Wollaton Road, Nottingham, NG7 1DL, United Kingdom","Little attention has been paid to the importance of social media in the corporate social responsibility (CSR) literature. This deficit is redressed in the present paper through utilizing the notion of 'citizenship arenas' to identify three dynamics in social media-augmented corporate-society relations. First, we note that social media-augmented 'corporate arenas of citizenship' are constructed by individual corporations in an effort to address CSR issues of specific importance thereto, and are populated by individual citizens as well as (functional/formally organized) stakeholders. Second, we highlight that, within social media-augmented 'public arenas of citizenship', individual citizens are empowered, relative to corporations and their (functional/formally organized) stakeholders, when it comes to creating, debating, and publicizing, CSR-relevant issues. Third, we posit that information and communication technology corporations possess specific, and potentially very important, capacities, when it comes to creating, or helping construct, public arenas of citizenship from within which individual citizens can influence their broader political-economic environment. Following this, we discuss how social media can contribute to 'dysfunctions' as well as 'progressions' in corporate-society relations, and conclude with a number of suggestions for future research. © 2013 The Author(s).","Corporate citizenship; Corporate social responsibility; Public sphere; Social media; Stakeholder",,"Whelan, G.; International Centre for Corporate Social Responsibility, Nottingham University Business School, Jubilee Campus, Wollaton Road, Nottingham, NG7 1DL, United Kingdom; email: glen.whelan@nottingham.ac.uk",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84889588377
"Pérez A., del Rodríguez Bosque I.","Measuring CSR Image: Three Studies to Develop and to Validate a Reliable Measurement Tool",2013,"Journal of Business Ethics","118","2",,"265","286",,7,10.1007/s10551-012-1588-8,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84888305789&partnerID=40&md5=4396ce3080b447f6e8b1a4e3705f8450","Área de Comercialización e Investigación de Mercados, Universidad de Cantabria, Avda. Los Castros s/n, 39005 Santander, Cantabria, Spain","Pérez A., Área de Comercialización e Investigación de Mercados, Universidad de Cantabria, Avda. Los Castros s/n, 39005 Santander, Cantabria, Spain; del Rodríguez Bosque I., Área de Comercialización e Investigación de Mercados, Universidad de Cantabria, Avda. Los Castros s/n, 39005 Santander, Cantabria, Spain","Although research on the corporate social responsibility (CSR) dimension of corporate image has notably increased in recent years, the definition and measurement of the concept for academic purposes still concern researchers. In this article, literature regarding the measurement of CSR image from a customer viewpoint is revised and areas of improvement are identified. A multistage method is implemented to develop and to validate a reliable scale based on stakeholder theory. Results demonstrate the reliability and validity of this new scale for measuring customer perceptions regarding the CSR performance of their service providers. With regard to this, CSR includes corporate responsibilities towards customers, shareholders, employees and society. The scale is consistent among diverse customer cohorts with different gender, age and level of education. Furthermore, results also confirm the applicability of this new scale to structural equation modelling. © 2012 Springer Science+Business Media Dordrecht.","CSR; CSR image; Measurement tool; Scale development",,"Pérez, A.; Área de Comercialización e Investigación de Mercados, Universidad de Cantabria, Avda. Los Castros s/n, 39005 Santander, Cantabria, Spain; email: perezran@unican.es",,,01674544,,,,"English","J. Bus. Ethics",Article,Scopus,2-s2.0-84888305789
"Zhu Y.","The impact of top management team process on corporate social responsibility and firm performance",2013,"Frontiers of Business Research in China","7","2",,"268","288",,1,10.3868/s070-002-013-0012-4,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84893132055&partnerID=40&md5=ed99f03ed2b7cfed5e3cce2ae74cce1b","School of Management, Macau University of Science and Technology, Macau","Zhu Y., School of Management, Macau University of Science and Technology, Macau","This article aims to explore how top management team (TMT) process affects strategic corporate social responsibility (CSR), and in turn, how strategic CSR influences firm performance. In addition, this article examines whether CSR mediates the relationship between TMT process and firm performance. The sample consists of 203 hotels from the tourism and hospitality industry in the southeast China. TMT processes assessed are communication and cohesion. Results indicate that (1) corporate social responsibility is positively related to firm performance, (2) top management team process (communication and cohesion) is positively related to corporate social responsibility, and (3) corporate social responsibility fully mediates the relationship between top management team process and firm performance. Results highlight upper echelons mechanisms that underpin the TMT process-firm performance relationship. This study contributes to understanding how TMT process affects firm performance both directly and indirectly, through strategic CSR. © 2013 by Koninklijke Brill NV, Leiden.","cohesion; communication; corporate social responsibility; top management team process; upper echelons theory",,"Zhu, Y.; School of Management, Macau University of Science and TechnologyMacau; email: helen0756@126.com",,,16737326,,,,"English","Front. Bus. Res. China",Article,Scopus,2-s2.0-84893132055
